-0.610246249,1.198836598,-0.661818342,-0.527658779,-0.41963909,-0.189430153,0.2473151,-0.269720126,-0.357664016,-1.470482271,-0.740014777,1.730804224,1.454727158,0.999993461,2.525493246,0.754227667
1.898980462,2.228781725,0.634116832,2.537556921,1.549305214,0.397499934,1.820549806,2.519811165,1.013135385,2.210831662,-0.155732806,-1.959116702,0.720602824,1.925799184,-0.043170383,0.088242195
0.885012612,-0.966630577,0.051845632,0.882354646,-1.201068062,0.652676136,-0.080713109,0.162023688,1.342971389,1.404872855,1.179464316,1.139898224,1.20976164,-0.208706321,-0.149423294,0.892204309
0.141981697,1.957675059,1.657611336,0.128070619,1.041498528,0.048741508,1.195565381,0.229091349,0.359502462,-0.279257786,0.540413223,1.098620937,-1.12681884,-0.997259527,0.931654869,2.532909583
1.671660955,0.902425535,0.409388947,0.699319759,-0.072566633,-0.204299725,1.053186428,0.484582917,1.000079301,-0.075386188,0.760273486,2.246548589,0.273369881,0.95962455,1.116824941,1.42591531
-0.511693058,0.984021566,0.756067055,1.408872994,0.563354849,2.102917832,1.628298027,0.522837975,1.417651335,0.654628527,2.032210925,-0.022460121,0.605214589,0.589264925,0.900465552,0.513555952
-0.484406013,2.179732107,0.417360208,1.187438948,2.082730777,0.651739454,0.034219471,0.566144121,1.400353296,0.128929927,-0.299692604,1.753165761,2.105436584,0.933761223,-0.061805132,0.544602701
0.052398466,1.312587793,1.204904697,-0.022439505,1.081075148,2.198283642,1.854322156,1.132408893,-0.446681838,0.43127995,-0.061849716,-0.224510649,0.835817778,1.115550879,1.058352371,0.917785888
1.464807335,0.717682977,-0.979849524,1.016851009,0.627327233,1.213373916,0.316619569,0.705702785,-0.156013225,2.323744259,1.979660679,-0.713361198,1.33694144,-0.091854242,0.236815261,1.492387848
1.703171602,1.001699903,0.64383809,0.529164817,0.949916221,1.66289971,0.708406667,1.711709947,1.75900725,1.975742564,3.11117787,1.756473183,1.837917129,1.183133686,1.15269852,1.280883632
-0.123291316,1.987191114,2.131944455,-1.464447653,1.02055716,1.385508317,0.290593667,1.322030185,2.112188249,0.496531935,-0.243168607,0.873527809,0.734544965,0.642030669,0.37022571,1.947997424
-0.111282872,1.264618073,-0.321974359,1.45653114,0.317347583,-0.262747889,1.68116933,3.68390101,-0.485593871,1.903627907,-1.067610363,1.073801679,-0.409396418,1.022312414,1.227983671,2.395506977
-0.114469489,1.475118578,-0.126704787,0.453436842,2.13940902,1.382297061,1.226622852,0.165812857,-0.348578875,1.415296172,1.318702855,1.262960015,0.703139332,0.428345166,1.64664678,0.740418584
0.373631648,-0.409025762,1.431647196,1.089806703,1.331340349,1.328285816,1.186810534,0.964428324,0.882129996,-0.324397995,0.433520769,2.624589353,1.789658498,1.033409771,0.647359273,0.86817077
1.352649968,1.228716107,-0.736510746,1.50804352,1.230072015,1.131912621,-0.148653066,0.524386166,0.266275208,-1.684016806,1.839136276,1.061774025,-0.27103878,0.512943168,1.226095974,-1.04278186
1.789633305,0.909289852,1.07617627,-0.432574658,1.131040008,1.104896247,0.322257334,1.743896768,-0.183381098,-0.714463958,0.808869187,3.516062291,-0.153728244,-0.149063401,1.358316173,0.319215765
0.219208563,2.002562608,0.338635013,0.584455542,0.551996379,0.426135081,1.825790286,1.131420015,0.044328748,1.089263177,1.116246349,1.075885017,1.858602062,2.536241081,1.19953185,0.592491718
0.120773433,-0.779598208,0.758224815,0.570370775,0.856074153,0.317769935,1.545372709,0.975061368,2.00191176,0.775218239,1.017325823,1.847900842,1.140612039,0.252206781,1.722958787,1.151968093
-0.368852105,0.817997289,-0.791872575,0.803778359,1.596115753,-0.943377398,0.778696657,1.576849738,1.639649336,0.871040188,0.191262984,1.138170891,0.064774791,0.87253971,1.436702886,1.215758467
-0.195502591,-0.029931972,-0.294926473,1.327004522,1.276185947,1.579283274,1.847435863,0.170644238,2.039312431,0.286729272,1.273161531,0.641795357,1.720800833,0.390181303,1.414484994,2.12896015
3.03386643,2.262614325,0.733674103,1.773835575,1.055976078,1.005409623,1.420302057,2.939755796,0.194715628,1.308812592,1.867188025,2.411178757,1.016613423,0.934092405,1.305816448,0.642678417
2.200408578,2.198357099,1.308442304,1.271820188,-0.669132471,0.183490702,1.41241005,-0.083855144,2.01735981,0.633078247,0.249089476,0.583160564,1.139822254,1.107765276,0.844155749,0.449771689
0.761406889,2.055462161,1.844866009,2.381503627,-0.066897586,1.147173441,2.305908785,1.103152215,-0.667190712,-0.30023058,0.192079066,-0.217112142,-0.086762805,2.217453197,0.900273347,-0.250368655
1.366692915,0.442665289,1.779160113,0.991514478,0.752609869,0.614438006,0.723150497,0.799517292,0.996505945,-0.383252416,1.569691512,0.585329081,1.363577346,0.378631524,0.404884297,0.450491707
0.776533128,0.623074399,-0.695403683,0.581512094,-0.684447277,2.249053677,0.706267543,0.351317867,1.409486622,-0.355060562,1.217553917,0.557884757,1.741009572,1.095727693,0.83100096,0.84894562
0.548723425,1.198914971,0.227018725,1.088548068,1.441164148,-0.053197462,0.440472424,1.148488649,-0.55180656,-0.968085372,1.419363949,-0.685462885,1.39576191,0.253621284,-0.38488328,2.046223582
0.814656784,2.410554211,0.49692634,-0.571792258,0.846393407,0.834231482,0.318612898,1.57087388,0.047080188,3.141438817,-0.606257356,3.476439492,0.461207118,2.248447886,0.865272394,1.454337454
0.868862503,1.098149721,0.184551029,2.536500799,-0.411436408,0.442373258,1.542948447,0.931073281,0.911020779,0.849182135,1.270999593,1.638611978,1.026203648,2.159146463,0.27300046,-0.855212004
-0.620834098,0.984393792,1.969454094,0.992463318,1.703917867,-0.601201482,0.485882602,-0.687056192,0.544771929,0.938912677,-0.813099257,0.249808472,1.138653689,2.092543021,0.315127087,1.287823155
1.745341547,1.574008874,-0.02206612,1.72463169,1.763767981,0.760956211,1.320704911,0.683457917,0.024158586,1.645679619,3.123895369,1.846792259,1.710342695,0.14923527,1.103579481,0.580219035
1.715774332,0.430173964,1.645753762,1.401667585,1.556135828,2.195265855,2.189891673,0.109881339,0.266024569,-0.056332717,0.738268986,0.936777857,0.504793875,-0.050708111,0.996424143,0.808887138
1.037445833,1.505883814,0.691211868,0.372968252,-0.861872131,-0.179427619,2.789871094,-0.631405275,0.676823013,0.520738616,0.706474977,0.439463524,-0.875245275,0.111882074,2.00208887,1.28853494
-1.366181438,1.679263001,-0.138273413,1.137021772,0.20144857,0.588647941,1.476386653,0.806779067,2.139017022,-0.239137143,-0.117736913,-0.622894454,0.476046548,0.293110396,0.008602506,-0.151417754
0.696751039,0.664202328,0.369218024,1.40893324,0.613606718,0.862006287,0.307305052,0.186176557,0.891141149,1.447982909,0.184310076,0.026754934,-0.912840047,-0.419476775,-0.932044335,0.645749782
0.819895088,0.829733578,1.329098266,1.028131066,0.352642417,2.416083196,-0.230115457,0.78209025,1.14563911,1.086793789,0.109075108,0.84159106,1.238092549,0.831197965,0.231864916,0.766868267
0.769882422,1.336270867,0.031131125,0.650297202,1.251238613,0.758454249,1.056336224,-0.71139637,0.19293707,0.461695848,0.764837648,0.64616346,0.786934268,2.05285972,0.106672543,1.817707657
2.008175603,0.176078619,-0.265079943,0.226293524,0.372415096,0.548880582,0.056336355,1.289619546,0.136444525,0.510792847,0.87440656,0.184675627,-0.380083447,0.815970159,0.369195696,0.731152946
0.493414137,2.396081586,0.265616467,1.706598132,1.943029051,1.776399882,0.85832998,-0.350390914,0.119845059,0.756628719,-0.333068972,2.672143343,0.421197233,1.424437937,0.728784011,-0.231511284
0.987335545,0.646326627,0.313310671,1.263367939,0.929140743,-0.297400319,1.150303348,0.014831996,0.460972375,-0.302721754,1.053449767,1.472955583,-1.018574526,0.66245553,0.584008645,0.317700703
0.64514116,0.710893716,0.902745809,0.292792368,-0.174832154,1.366277491,1.388683914,2.040311728,1.632596089,1.498480287,1.549995699,1.216057092,1.309858797,1.579249347,-0.661046666,2.121946238
